Order_listened,Title,Artist,Duration_in_milliseconds
717,瀟灑小姐,Elva Hsiao,150960
718,Honey,Cyndi Wang,70890
719,那女孩對我說,Rachel Liang,6540
720,時候,Sue,247139
721,老鼠愛大米,Twins,15570
722,青花瓷,Jay Chou,3280
723,安靜,Jay Chou,193810
724,阿楚姑娘,TIA RAY,69730
725,Ring Ring Ring,S.H.E,228653
726,學貓叫,小潘潘,31870
727,那些年,Hu Xia,113746
728,drivers license,Olivia Rodrigo,242013
729,traitor,Olivia Rodrigo,229226
730,enough for you,Olivia Rodrigo,202826
731,happier,Olivia Rodrigo,33714
732,that friend,Mad Tsai,57400
733,She Used To Be Mine,Sara Bareilles,519550
734,You Matter To Me (feat. Jason Mraz),Sara Bareilles,22470
735,You Matter to Me,Drew Gehling,462810
736,Hanachirusato,Yu-Peng Chen,5653
737,老鼠愛大米,Twins,262480
738,Downwind,China songs,221216
739,喜欢你,Kit Chan,7890
740,有点甜,Silence Wang,2816
741,喜欢你,Kit Chan,265906
742,約定 - 2016 Live Version,Michael Wong,1856
743,有点甜,Silence Wang,5102
744,我的秘密 (MySecret),G.E.M.,2346
745,Turn Back Time,WayV,86186
746,異類,Hua Chen Yu,1088
747,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
748,会不会再见,徐艺洋,3478
749,皮埃罗,徐艺洋,1578
750,異類,Hua Chen Yu,2781
751,Ring Ring Ring,S.H.E,768
752,青花瓷,Jay Chou,1280
753,Sometimes,王以綸,853
754,我要变好看,周思涵,1536
755,多想在平庸的生活擁抱你,Baozhai Mezhong,896
756,髮如雪,Jay Chou,1429
757,会不会再见,徐艺洋,199897
758,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,767
759,瀟灑小姐,Elva Hsiao,1045
760,阿楚姑娘,TIA RAY,5050
761,咖啡 (LH x KW),Lu Han,194683
762,飞鸟和蝉,Ren Ran,725
763,阿楚姑娘,TIA RAY,248828
764,飞鸟和蝉,Ren Ran,10447
765,Say Yes,徐紫茵,768
766,贰叁,吴亦凡,1450
767,Wanan,齐悦,6289
768,You Have Me,China songs,223375
769,万有引力,F*yy,746
770,Miracle,高瀚宇,831
771,颗粒季,希林娜依•高,1408
772,安靜,Jay Chou,1280
773,123我爱你,新乐尘符,981
774,中国话,S.H.E,1066
775,I Miss You,Joyce Chu,158160
776,那些年,Hu Xia,369866
777,學貓叫,小潘潘,209218
778,是想你的聲音啊,傲七爺,853
779,When I Was Eighteen,China songs,182508
780,Yume To Hazakura - Chinese,NSZX,1109
781,心如止水,Ice Paper,2022
782,四季予你,Baozhai Mezhong,746
783,无题 - 网剧《山河令》插曲,Hu Xia,917
784,天赋,唐嫣,1194
785,大碗宽面,吴亦凡,1194
786,講個笑話,Baozhai Mezhong,725
787,我很快樂,Eric Chou,704
788,大魚 - 唱片版,周深,917
789,飄雪,Priscilla Chan,768
790,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,1151
791,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,1322
792,童話,Michael Wong,810
793,黃昏,Steve Chou,1237
794,過 (Should've Let Go),Jackson Wang,725
795,一翦梅,Fei Yu-ching,597
796,告白氣球,Jay Chou,215146
797,未接來電,莫宰羊,1088
798,SING-Moonlight Thoughts,SING女團,1505
799,Wu Ji - Piano Ver.,Hai Lin,1258
800,愛是,連淮偉,197045
801,學貓叫(Remix版),小潘潘,216990
802,Honey,Cyndi Wang,214386
803,天若有情 - 電視劇「錦繡未央」主題曲,A-Lin,789
804,Come Back My Love,安唯綾,960
805,小幸運,Hebe Tien,874
806,時候,Sue,1173
807,Super Power,徐艺洋,746
808,不得不愛,Will Pan,917
809,Ten Years of Hits - Mandarin Version,黃冠筑,8038
810,芒种,音阙诗听,1087
811,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,3434
812,[Yicheng Group] Gu Cheng,Krystal Chan,232941
813,冰激凌,Z.TAO,1343
814,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,2517
815,[Wen Qing] woodland,Gao Qiuzi,233863
816,Never Stop,China songs,211022
817,那女孩對我說,Rachel Liang,268875
818,[Xue Yang] Huang Cheng Du,周深,259178
819,枕邊童話,愛寫歌的小田,2873
820,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,298
821,Downwind,China songs,2773
822,[Interlude] Yi Nan Ping,Yin Lin,533
823,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
824,異類,Hua Chen Yu,20450
825,枕邊童話,愛寫歌的小田,4266
826,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,3669
827,中国话,S.H.E,194026
828,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,186000
829,喜欢你,Kit Chan,265906
830,You Have Me,China songs,223375
831,[Wen Qing] woodland,Gao Qiuzi,233863
832,芒种,音阙诗听,216000
833,123我爱你,新乐尘符,199530
834,巧克力,新乐尘符,2453
835,余年,Xiao Zhan,4437
836,枕邊童話,愛寫歌的小田,1429
837,我要变好看,周思涵,1450
838,好想愛這個世界啊,Hua Chen Yu,16497
839,飞鸟和蝉,Ren Ran,1024
840,万有引力,F*yy,4906
841,時候,Sue,1194
842,化身孤岛的鲸,周深,1109
843,心如止水,Ice Paper,895
844,黃昏,Steve Chou,1280
845,黃昏,Steve Chou,1343
846,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,853
847,Downwind,China songs,1429
848,學貓叫(Remix版),小潘潘,981
849,安靜,Jay Chou,1045
850,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,199679
851,時候,Sue,247139
852,会不会再见,徐艺洋,199897
853,[Wen Qing] woodland,Gao Qiuzi,233863
854,髮如雪,Jay Chou,299626
855,You Have Me,China songs,223375
856,Ten Years of Hits - Mandarin Version,黃冠筑,52937
857,The Feels,TWICE,201744
858,The Feels,TWICE,215265
859,Celebrity,IU,21269
860,Never Stop,China songs,181653
861,Never Stop,China songs,2197
862,会不会再见,徐艺洋,199897
863,Super Power,徐艺洋,189054
864,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,320165
865,過 (Should've Let Go),Jackson Wang,203786
866,咖啡 (LH x KW),Lu Han,789
867,心如止水,Ice Paper,874
868,Ten Years of Hits - Mandarin Version,黃冠筑,7664
869,123我爱你,新乐尘符,1343
870,123我爱你,新乐尘符,199530
871,咖啡 (LH x KW),Lu Han,194683
872,贰叁,吴亦凡,320618
873,万有引力,F*yy,243783
874,四季予你,Baozhai Mezhong,248917
875,飞鸟和蝉,Ren Ran,296006
876,我很快樂,Eric Chou,296987
877,Turn Back Time,WayV,218680
878,是想你的聲音啊,傲七爺,234811
879,芒种,音阙诗听,216000
880,Wanan,齐悦,194285
881,黃昏,Steve Chou,137125
882,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,103808
883,Someone You Loved,Lewis Capaldi,175189
884,dreamy night,LilyPichu,245876
885,Froyo (feat. Clairo & Aso),Hans.,18754
886,時候,Sue,1856
887,Miracle,高瀚宇,938
888,告白氣球,Jay Chou,215146
889,老鼠愛大米,Twins,262480
890,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,8263
891,123我爱你,新乐尘符,917
892,Honey,Cyndi Wang,832
893,枕邊童話,愛寫歌的小田,0
894,Downwind,China songs,1002
895,[Yicheng Group] Gu Cheng,Krystal Chan,232941
896,皮埃罗,徐艺洋,853
897,異類,Hua Chen Yu,1023
898,講個笑話,Baozhai Mezhong,1023
899,大魚 - 唱片版,周深,703
900,飄雪,Priscilla Chan,1130
901,是想你的聲音啊,傲七爺,1151
902,髮如雪,Jay Chou,789
903,童話,Michael Wong,704
904,一翦梅,Fei Yu-ching,1088
905,學貓叫(Remix版),小潘潘,1087
906,瀟灑小姐,Elva Hsiao,746
907,異類,Hua Chen Yu,208013
908,瀟灑小姐,Elva Hsiao,16340
909,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
910,那女孩對我說,Rachel Liang,268875
911,天赋,唐嫣,853
912,大碗宽面,吴亦凡,22935
913,Ring Ring Ring,S.H.E,810
914,Yume To Hazakura - Chinese,NSZX,1151
915,四季予你,Baozhai Mezhong,1280
916,[Xue Yang] Huang Cheng Du,周深,249207
917,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,853
918,黃昏,Steve Chou,2836
919,会不会再见,徐艺洋,199897
920,Never Stop,China songs,211022
921,Turn Back Time,WayV,39749
922,喜欢你,Kit Chan,265906
923,飞鸟和蝉,Ren Ran,296006
924,那些年,Hu Xia,369866
925,Ten Years of Hits - Mandarin Version,黃冠筑,273750
926,When I Was Eighteen,China songs,182508
927,安靜,Jay Chou,334240
928,中国话,S.H.E,194026
929,SING-Moonlight Thoughts,SING女團,100055
930,SING-Moonlight Thoughts,SING女團,131384
931,有点甜,Silence Wang,221971
932,有点甜,Silence Wang,13245
933,心如止水,Ice Paper,243750
934,愛是,連淮偉,197045
935,我很快樂,Eric Chou,296987
936,學貓叫,小潘潘,209218
937,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,199679
938,多想在平庸的生活擁抱你,Baozhai Mezhong,237819
939,[Wen Qing] woodland,Gao Qiuzi,4224
940,Never Stop,China songs,3989
941,未接來電,莫宰羊,2517
942,Never Stop,China songs,211022
943,Downwind,China songs,4626
944,You Have Me,China songs,260837
945,When I Was Eighteen,China songs,182508
946,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,1280
947,多想在平庸的生活擁抱你,Baozhai Mezhong,7963
948,无题 - 网剧《山河令》插曲,Hu Xia,1749
949,異類,Hua Chen Yu,1301
950,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
951,中国话,S.H.E,8171
952,枕邊童話,愛寫歌的小田,4470
953,愛是,連淮偉,191
954,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,199679
955,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,2858
956,喜欢你,Kit Chan,1920
957,旧梦一场,阿悠悠,3370
958,旧梦一场,阿悠悠,618
959,喜欢你,Kit Chan,265906
960,Ten Years of Hits - Mandarin Version,黃冠筑,84782
961,芒种,音阙诗听,853
962,四季予你,Baozhai Mezhong,1386
963,不虧不欠,TIA RAY,2325
964,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,1365
965,黃昏,Steve Chou,831
966,雨 (電視劇《以家人之名》插曲),沈以誠,981
967,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,253133
968,黃昏,Steve Chou,344200
969,坠落星空,小星星Aurora,236662
970,123我爱你,新乐尘符,199530
971,阿楚姑娘,TIA RAY,248828
972,Teenage Dream,Wen Wei,16669
973,[Interlude] Yi Nan Ping,Yin Lin,1173
974,缘起 - 电视剧《月上重火》插曲,罗云熙,5951
975,[Wen Qing] woodland,Gao Qiuzi,233863
976,SING-Moonlight Thoughts,SING女團,231446
977,枕邊童話,愛寫歌的小田,190954
978,我很快樂,Eric Chou,296987
979,皮埃罗,徐艺洋,186141
980,Wanan,齐悦,194285
981,童話,Michael Wong,246000
982,異類,Hua Chen Yu,4052
983,天赋,唐嫣,1066
984,講個笑話,Baozhai Mezhong,1258
985,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,1280
986,Ring Ring Ring,S.H.E,704
987,Say Yes,徐紫茵,1514
988,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,618
989,有点甜,Silence Wang,235200
990,一翦梅,Fei Yu-ching,789
991,未接來電,莫宰羊,896
992,學貓叫(Remix版),小潘潘,789
993,123我爱你,新乐尘符,874
994,中国话,S.H.E,981
995,不得不愛,Will Pan,281413
996,是想你的聲音啊,傲七爺,65926
997,Little Do You Know,Alex & Sierra,189018
998,Little Do You Know,Alex & Sierra,216346
999,Little Do You Know,Alex & Sierra,176128
1000,Blow Us All Away,Ariana DeBose,2684
1001,Burn,Phillipa Soo,252163
1002,You Matter to Me,Drew Gehling,917
1003,She Used to Be Mine,Jessie Mueller,105408
1004,I GUESS I'M IN LOVE,Clinton Kane,206229
1005,異類,Hua Chen Yu,2154
1006,天若有情 - 電視劇「錦繡未央」主題曲,A-Lin,1408
1007,When I Was Eighteen,China songs,182508
1008,約定 - 2016 Live Version,Michael Wong,233666
1009,会不会再见,徐艺洋,199897
1010,You Have Me,China songs,223375
1011,冰激凌,Z.TAO,228311
1012,心如止水,Ice Paper,874
1013,Wu Ji - Piano Ver.,Hai Lin,5451
1014,不得不愛,Will Pan,281413
1015,芒种,音阙诗听,216000
1016,瀟灑小姐,Elva Hsiao,2218
1017,无题 - 网剧《山河令》插曲,Hu Xia,13479
1018,那些年,Hu Xia,369866
1019,過 (Should've Let Go),Jackson Wang,203786
1020,多想在平庸的生活擁抱你,Baozhai Mezhong,269936
1021,Yume To Hazakura - Chinese,NSZX,95901
1022,Yume To Hazakura - Chinese,NSZX,2112
1023,Ten Years of Hits - Mandarin Version,黃冠筑,1023
1024,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,874
1025,枕邊童話,愛寫歌的小田,3457
1026,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1027,皮埃罗,徐艺洋,186141
1028,那女孩對我說,Rachel Liang,268875
1029,咖啡 (LH x KW),Lu Han,194683
1030,青花瓷,Jay Chou,6816
1031,Super Power,徐艺洋,6613
1032,中国话,S.H.E,194026
1033,喜欢你,Kit Chan,265906
1034,飞鸟和蝉,Ren Ran,296006
1035,I Miss You,Joyce Chu,158160
1036,四季予你,Baozhai Mezhong,248917
1037,未接來電,莫宰羊,232741
1038,I GUESS I'M IN LOVE,Clinton Kane,4501
1039,Rite of Battle,Yu-Peng Chen,2140
1040,Seasons of Love,Rosario Dawson,7660
1041,Seasons of Love,Rosario Dawson,206120
1042,The Feels,TWICE,198053
1043,The Story of Tonight - Reprise,Okieriete Onaodowan,1578
1044,Bittersweet (feat. LeeHi),WONWOO,9429
1045,Celebrity,IU,20437
1046,Cabinet Battle #2,Christopher Jackson,768
1047,Cabinet Battle #2,Christopher Jackson,810
1048,Stay Alive,Original Broadway Cast of Hamilton,853
1049,You'll Be Back,Jonathan Groff,1749
1050,I Know Him,Jonathan Groff,1472
1051,The Room Where It Happens,Leslie Odom Jr.,960
1052,Ten Duel Commandments,Lin-Manuel Miranda,810
1053,Alexander Hamilton,Leslie Odom Jr.,1898
1054,Alexander Hamilton,Leslie Odom Jr.,703
1055,The World Was Wide Enough,Leslie Odom Jr.,10035
1056,You Matter to Me,Drew Gehling,261186
1057,The Election of 1800,Daveed Diggs,661
1058,Ten Duel Commandments,Lin-Manuel Miranda,3594
1059,Alexander Hamilton,Leslie Odom Jr.,236737
1060,Someone In The Crowd,Emma Stone,259613
1061,When He Sees Me,Kimiko Glenn,223080
1062,Not My Father's Son,Billy Porter,215805
1063,Not My Father's Son,Billy Porter,3392
1064,When He Sees Me,Kimiko Glenn,704
1065,Not My Father's Son,Billy Porter,357106
1066,Dear Theodosia,Leslie Odom Jr.,768
1067,Burn,Phillipa Soo,225240
1068,Meet Me Inside,Lin-Manuel Miranda,960
1069,Yorktown (The World Turned Upside Down),Original Broadway Cast of Hamilton,597
1070,Bad Idea,Jessie Mueller,4492
1071,Schuyler Defeated,Phillipa Soo,1407
1072,Dear Theodosia,Leslie Odom Jr.,184004
1073,Yorktown (The World Turned Upside Down),Original Broadway Cast of Hamilton,33287
1074,Another Day Of Sun,La La Land Cast,768
1075,Farmer Refuted,Thayne Jasperson,511
1076,"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",Kristin Chenoweth,831
1077,My Shot,Lin-Manuel Miranda,725
1078,Helpless,Phillipa Soo,1151
1079,What'd I Miss,Daveed Diggs,725
1080,Your Obedient Servant,Leslie Odom Jr.,1280
1081,Right Hand Man,Lin-Manuel Miranda,682
1082,The Adams Administration,Original Broadway Cast of Hamilton,1024
1083,"Aaron Burr, Sir",Lin-Manuel Miranda,1087
1084,The History of Wrong Guys,Annaleigh Ashford,228093
1085,Take a Break,Phillipa Soo,661
1086,What's Inside,Jessie Mueller,1322
1087,A Lovely Night,Ryan Gosling,981
1088,"Who Lives, Who Dies, Who Tells Your Story",Original Broadway Cast of Hamilton,1316
1089,Seasons of Love,Rosario Dawson,1194
1090,Stay Alive - Reprise,Lin-Manuel Miranda,874
1091,A Million Dreams,Ziv Zaifman,1258
1092,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,1365
1093,"For Good - From ""Wicked"" Original Broadway Cast Recording/2003",Kristin Chenoweth,1429
1094,It's Quiet Uptown,Renée Elise Goldsberry,1130
1095,Summer Montage / Madeline,Justin Hurwitz,682
1096,Mia and Sebastian's Theme,Kyle Landry,1151
1097,Blow Us All Away,Ariana DeBose,810
1098,The Reynolds Pamphlet,Original Broadway Cast of Hamilton,533
1099,The Greatest Show,Hugh Jackman,1194
1100,Cabinet Battle #1,Christopher Jackson,597
1101,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,1178
1102,It's Quiet Uptown,Renée Elise Goldsberry,270171
1103,She Used To Be Mine,Sara Bareilles,7957
1104,She Used to Be Mine,Jessie Mueller,57557
1105,Follow You,Sugar,4032
1106,drivers license,Olivia Rodrigo,238720
1107,Before You Go,Lewis Capaldi,215106
1108,Before You Go,Lewis Capaldi,20096
1109,Follow You,Sugar,3977
1110,Follow You,Sugar,72866
1111,Producer Man,Lyn Lapid,141672
1112,Fall For You,Secondhand Serenade,185600
1113,dreamy night,LilyPichu,49007
1114,Froyo (feat. Clairo & Aso),Hans.,4053
1115,SHEEEEESH,Elevate,725
1116,Let Me Down Slowly,Alec Benjamin,110890
1117,I Know You so Well,Sarah Meow,1045
1118,Last Cup of Coffee Cover,Natsumiii,1536
1119,drivers license,Olivia Rodrigo,1194
1120,traitor,Olivia Rodrigo,23146
1121,I GUESS I'M IN LOVE,Clinton Kane,200704
1122,last cup of coffee,LilyPichu,1898
1123,I GUESS I'M IN LOVE,Clinton Kane,204093
1124,Wait for It,Leslie Odom Jr.,1151
1125,In My Mind,Lyn Lapid,16376
1126,Alexander Hamilton,Leslie Odom Jr.,981
1127,Bad Idea,Jessie Mueller,874
1128,You Matter to Me,Drew Gehling,2880
1129,Farmer Refuted,Thayne Jasperson,746
1130,Say No to This,Jasmine Cephas-Jones,853
1131,Mia and Sebastian's Theme,Kyle Landry,768
1132,The Schuyler Sisters,Renée Elise Goldsberry,960
1133,Washington on Your Side,Leslie Odom Jr.,938
1134,Your Obedient Servant,Leslie Odom Jr.,874
1135,Right Hand Man,Lin-Manuel Miranda,810
1136,She Used to Be Mine,Jessie Mueller,2858
1137,Dear Theodosia,Leslie Odom Jr.,1023
1138,The Reynolds Pamphlet,Original Broadway Cast of Hamilton,853
1139,"No Good Deed - From ""Wicked"" Original Broadway Cast Recording/2003",Stephen Schwartz,1514
1140,The Room Where It Happens,Leslie Odom Jr.,725
1141,Non-Stop,Leslie Odom Jr.,1002
1142,Yorktown (The World Turned Upside Down),Original Broadway Cast of Hamilton,4288
1143,The World Was Wide Enough,Leslie Odom Jr.,810
1144,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,960
1145,Best of Wives and Best of Women,Phillipa Soo,810
1146,It's Quiet Uptown,Renée Elise Goldsberry,1023
1147,When He Sees Me,Kimiko Glenn,1066
1148,She Used To Be Mine,Sara Bareilles,250266
1149,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,17578
1150,異類,Hua Chen Yu,789
1151,枕邊童話,愛寫歌的小田,960
1152,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1153,[Wen Qing] woodland,Gao Qiuzi,810
1154,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,1280
1155,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,1344
1156,123我爱你,新乐尘符,746
1157,中国话,S.H.E,4758
1158,When I Was Eighteen,China songs,182508
1159,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1160,芒种,音阙诗听,216000
1161,異類,Hua Chen Yu,1258
1162,喜欢你,Kit Chan,265906
1163,我要变好看,周思涵,1087
1164,中国话,S.H.E,746
1165,旧梦一场,阿悠悠,16731
1166,天赋,唐嫣,1066
1167,大碗宽面,吴亦凡,1023
1168,Honey,Cyndi Wang,1002
1169,學貓叫,小潘潘,1664
1170,黃昏,Steve Chou,917
1171,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,1151
1172,我的秘密 (MySecret),G.E.M.,810
1173,123我爱你,新乐尘符,938
1174,You Have Me,China songs,223375
1175,天若有情 - 電視劇「錦繡未央」主題曲,A-Lin,896
1176,[Wen Qing] woodland,Gao Qiuzi,1322
1177,Say Yes,徐紫茵,1130
1178,時候,Sue,789
1179,Super Power,徐艺洋,2133
1180,不得不愛,Will Pan,682
1181,過 (Should've Let Go),Jackson Wang,38353
1182,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,1152
1183,瀟灑小姐,Elva Hsiao,874
1184,Never Stop,China songs,102037
1185,Ring Ring Ring,S.H.E,4223
1186,Never Stop,China songs,108982
1187,Downwind,China songs,221216
1188,枕邊童話,愛寫歌的小田,4820
1189,贰叁,吴亦凡,1450
1190,未接來電,莫宰羊,917
1191,Turn Back Time,WayV,218680
1192,Miracle,高瀚宇,789
1193,四季予你,Baozhai Mezhong,1365
1194,告白氣球,Jay Chou,215146
1195,學貓叫(Remix版),小潘潘,609
1196,喜欢你,Kit Chan,265906
1197,是想你的聲音啊,傲七爺,1258
1198,那些年,Hu Xia,1087
1199,一翦梅,Fei Yu-ching,4334
1200,I Miss You,Joyce Chu,123114
1201,阿楚姑娘,TIA RAY,2560
1202,講個笑話,Baozhai Mezhong,874
1203,我很快樂,Eric Chou,895
1204,枕邊童話,愛寫歌的小田,810
1205,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,1237
1206,颗粒季,希林娜依•高,746
1207,Sometimes,王以綸,831
1208,多想在平庸的生活擁抱你,Baozhai Mezhong,768
1209,那些年,Hu Xia,1450
1210,童話,Michael Wong,768
1211,芒种,音阙诗听,256
1212,一翦梅,Fei Yu-ching,1322
1213,安靜,Jay Chou,1002
1214,无题 - 网剧《山河令》插曲,Hu Xia,746
1215,Honey,Cyndi Wang,725
1216,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,767
1217,飞鸟和蝉,Ren Ran,831
1218,万有引力,F*yy,981
1219,不得不愛,Will Pan,1109
1220,老鼠愛大米,Twins,853
1221,Wu Ji - Piano Ver.,Hai Lin,960
1222,冰激凌,Z.TAO,1322
1223,Honey,Cyndi Wang,4182
1224,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1225,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,874
1226,贰叁,吴亦凡,853
1227,Downwind,China songs,3413
1228,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,874
1229,Turn Back Time,WayV,1408
1230,SING-Moonlight Thoughts,SING女團,2325
1231,告白氣球,Jay Chou,215146
1232,Miracle,高瀚宇,216857
1233,心如止水,Ice Paper,243750
1234,黃昏,Steve Chou,5327
1235,我的秘密 (MySecret),G.E.M.,661
1236,I Miss You,Joyce Chu,158160
1237,Wanan,齐悦,831
1238,學貓叫,小潘潘,1088
1239,瀟灑小姐,Elva Hsiao,43195
1240,我要变好看,周思涵,618
1241,会不会再见,徐艺洋,1727
1242,会不会再见,徐艺洋,113343
1243,Never Stop,China songs,211022
1244,Downwind,China songs,221216
1245,Honey,Cyndi Wang,214386
1246,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,960
1247,小幸運,Hebe Tien,4015
1248,无题 - 网剧《山河令》插曲,Hu Xia,278868
1249,阿楚姑娘,TIA RAY,248828
1250,過 (Should've Let Go),Jackson Wang,203786
1251,贰叁,吴亦凡,320618
1252,Yume To Hazakura - Chinese,NSZX,218870
1253,老鼠愛大米,Twins,262480
1254,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,199679
1255,Come Back My Love,安唯綾,231392
1256,I Miss You,Joyce Chu,158160
1257,Turn Back Time,WayV,218680
1258,喜欢你,Kit Chan,265906
1259,SING-Moonlight Thoughts,SING女團,231446
1260,約定 - 2016 Live Version,Michael Wong,227579
1261,会不会再见,徐艺洋,198179
1262,我要变好看,周思涵,200531
1263,[Yicheng Group] Gu Cheng,Krystal Chan,232941
1264,You Have Me,China songs,223375
1265,皮埃罗,徐艺洋,186141
1266,Come Back My Love,安唯綾,1216
1267,過 (Should've Let Go),Jackson Wang,4565
1268,中国话,S.H.E,960
1269,天若有情 - 電視劇「錦繡未央」主題曲,A-Lin,2730
1270,學貓叫(Remix版),小潘潘,746
1271,When I Was Eighteen,China songs,182508
1272,Ring Ring Ring,S.H.E,228653
1273,Yume To Hazakura - Chinese,NSZX,218870
1274,約定 - 2016 Live Version,Michael Wong,126184
1275,約定 - 2016 Live Version,Michael Wong,2922
1276,[Wen Qing] woodland,Gao Qiuzi,233863
1277,Super Power,徐艺洋,189054
1278,天赋,唐嫣,277469
1279,芒种,音阙诗听,216000
1280,異類,Hua Chen Yu,208013
1281,青花瓷,Jay Chou,237346
1282,髮如雪,Jay Chou,299626
1283,飄雪,Priscilla Chan,236960
1284,小幸運,Hebe Tien,265521
1285,未接來電,莫宰羊,238006
1286,喜欢你,Kit Chan,136860
1287,喜欢你,Kit Chan,129060
1288,是想你的聲音啊,傲七爺,234811
1289,大碗宽面,吴亦凡,221495
1290,愛是,連淮偉,197045
1291,Say Yes,徐紫茵,234269
1292,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,89061
1293,時候,Sue,533
1294,Ten Years of Hits - Mandarin Version,黃冠筑,896
1295,Ten Years of Hits - Mandarin Version,黃冠筑,273750
1296,時候,Sue,247139
1297,123我爱你,新乐尘符,199530
1298,咖啡 (LH x KW),Lu Han,194683
1299,大魚 - 唱片版,周深,317597
1300,那女孩對我說,Rachel Liang,268875
1301,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,253133
1302,有点甜,Silence Wang,235200
1303,四季予你,Baozhai Mezhong,248917
1304,Never Stop,China songs,211022
1305,[Xue Yang] Huang Cheng Du,周深,259178
1306,Never Stop,China songs,211022
1307,喜欢你,Kit Chan,265906
1308,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1309,老鼠愛大米,Twins,262480
1310,芒种,音阙诗听,216000
1311,坠落星空,小星星Aurora,22218
1312,安靜,Jay Chou,334240
1313,心如止水,Ice Paper,243750
1314,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,1024
1315,Come Back My Love,安唯綾,10082
1316,我的秘密 (MySecret),G.E.M.,248486
1317,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,14623
1318,我要变好看,周思涵,960
1319,万有引力,F*yy,1301
1320,When I Was Eighteen,China songs,182508
1321,愛是,連淮偉,197045
1322,大碗宽面,吴亦凡,221495
1323,Yume To Hazakura - Chinese,NSZX,218870
1324,You Have Me,China songs,223375
1325,风的话 - 《我的小确幸》影视剧片头主题曲,Krystal Chan,195744
1326,会不会再见,徐艺洋,199897
1327,Wanan,齐悦,194285
